# Reference data created by proj.4
#
# code,lat,lon,east,north
EPSG:32617,-3.77577527951136,-83.7847442195904,190674.245597100,-417837.987825151
EPSG:32617,36.4636514532816,-82.3917558450021,375299.072942399,4036276.383435464
EPSG:32617,61.1445359412927,-78.8612832102387,615134.037799821,6780768.954802135
EPSG:32717,-44.4559537713881,-79.2383504039852,640153.029595386,5075974.100834625
EPSG:32717,-49.5864866085848,-78.452425148905,684128.810410377,4504226.268192510
EPSG:32717,-24.4643643884492,-79.3582095498988,666398.673467549,7293372.816978622
EPSG:32618,50.3392278380106,-72.6213289298015,669260.917791714,5579054.232852662
EPSG:32618,-3.18660714757424,-71.3677752503709,903825.621750306,-352931.739568513
EPSG:32618,11.6248512426193,-70.3262343994638,1009997.955546573,1289269.315979747
EPSG:32718,-57.1089339618834,-75.1318934295608,492011.182251408,3670480.231933195
EPSG:32718,-72.9368663493851,-70.2018572016251,656992.985405914,1900274.403978941
EPSG:32718,-30.3799427833478,-72.3412318093408,755494.699735753,6636113.347496588
EPSG:32619,-4.56401100855121,-64.1943417750051,1033687.419052201,-506255.174361354
EPSG:32619,50.6910488012128,-67.3846752664127,614094.800023578,5616713.836505565
EPSG:32619,59.4230804948039,-71.3737943202666,365315.390262301,6589566.405046090
EPSG:32719,-78.1928936319299,-68.0348390213707,522045.419643855,1319921.478297678
EPSG:32719,-34.8175040483108,-68.7683379015147,521186.397121572,6147170.283024094
EPSG:32719,0.663718225205827,-66.0525703834335,828098.941353566,10073458.661551515
EPSG:32620,74.6054168312504,-64.3651684077708,459550.696100311,8280047.087273343
EPSG:32620,17.8099604608657,-63.411242330723,456418.107859689,1969208.349649693
EPSG:32620,77.9576914286176,-65.9193522458537,432033.930072148,8655341.742475308
EPSG:32720,-31.703595290858,-67.7152612855561,52964.150974316,6482737.316125629
EPSG:32720,-29.6217511085213,-62.4059537430268,557510.946129278,6722979.122105215
EPSG:32720,-23.5085322821812,-64.6547514222437,331044.339031372,7399210.660908727
EPSG:32621,54.4624162782406,-59.9451216806499,309121.685485121,6038965.779761473
EPSG:32621,26.8518400971732,-56.4588230963546,553763.633418561,2970140.031155088
EPSG:32621,17.6537528636284,-58.0163595338744,392192.842530418,1952168.781897962
EPSG:32721,-55.9211205078047,-57.5859178843075,463383.426118346,3802544.356287433
EPSG:32721,-4.5814271466256,-57.5444622321733,439606.371977786,9493580.901625762
EPSG:32721,-46.1728860202308,-55.9679316454888,579666.007181302,4886225.729806780
EPSG:32622,82.981717623263,-47.8663829561779,542725.939801022,9215578.037194928
EPSG:32622,63.8302278717559,-52.4953843408786,426419.155500331,7078958.055830326
EPSG:32622,1.84043968422028,-55.1502060229133,38016.562734103,203962.665306016
EPSG:32722,-71.6177025703774,-51.9278154373737,467344.389966977,2053457.798822604
EPSG:32722,-4.79319908062155,-49.1028056590869,710415.021523377,9469903.917044101
EPSG:32722,-58.0029386087163,-55.7145709706568,221486.269227643,3561236.229346665
EPSG:32623,-4.89965463390522,-43.9337747955768,618220.277742875,-541666.248986609
EPSG:32623,70.7363538011518,-43.3376971065442,561201.488621033,7848830.960791690
EPSG:32623,34.9458100507676,-44.7956723107017,518657.537289095,3867052.688151586
EPSG:32723,-10.8475524549608,-44.6059997062771,543064.389246371,8800848.812673833
EPSG:32723,-44.5696357480313,-44.1441707802264,567955.507780194,5064499.620777630
EPSG:32723,-76.4388406524904,-46.0464543401821,472610.378441129,1515603.315007470
EPSG:32624,29.0276461928984,-35.5996491333632,831209.373688206,3215821.115896125
EPSG:32624,7.0176039155486,-39.2087907815319,476939.659173906,775700.051725860
EPSG:32624,84.2692746724722,-35.4812750412768,539203.221230595,9359353.153604953
EPSG:32724,1.00015953400234,-37.7177146232753,642676.648456221,10110575.663942087
EPSG:32724,-55.4126203395403,-36.8565197527853,635693.361286263,3857201.033142485
EPSG:32724,-26.4525271398692,-40.5151006695841,348947.212150277,7073310.273680398
EPSG:32625,56.6940985310219,-32.9279528160677,504412.560228129,6283337.555039080
EPSG:32625,43.0963900518265,-34.5155825368777,376659.661563730,4772633.518058238
EPSG:32625,79.1172515157338,-31.1834350602494,538281.475411945,8783656.294779997
EPSG:32725,3.22500782157039,-28.2810048301409,1024873.926639291,10357682.128123827
EPSG:32725,-14.9318807532737,-37.8775747317337,-25095.263031258,8343439.042733043
EPSG:32725,-27.8647053389707,-36.073682714938,197328.819993943,6913987.921708418
EPSG:32626,53.4512250579489,-30.097393162078,294335.496201548,5926935.263813935
EPSG:32626,-4.73410754565815,-24.3905630585553,789480.388859053,-523817.396700839
EPSG:32626,3.9923531427257,-28.4931721620881,334229.119082467,441432.557875871
EPSG:32726,-27.3090248834012,-22.7691859401672,918829.388342213,6972233.732426500
EPSG:32726,-45.6039611462295,-24.4197848656089,701211.295161737,4946715.311256554
EPSG:32726,-50.2501331172077,-31.0945396048259,208126.824814096,4425533.176469769
EPSG:32627,39.6650275026232,-25.0215543612403,154996.905611071,4398314.986268163
EPSG:32627,79.0102115565904,-21.9699702344122,479358.442672718,8771285.230306938
EPSG:32627,12.520541094086,-18.0856995258855,816750.966812103,1385862.621869356
EPSG:32727,-39.4282114673116,-22.9354846054627,333411.688514878,5633915.176314436
EPSG:32727,-36.1663033573376,-25.2603243856653,116726.902135300,5989187.756570098
EPSG:32727,-38.2232051438046,-17.7570531740057,783892.777691662,5764445.482113691
EPSG:32628,-1.52358681276031,-17.5510454522853,216137.895126610,-168570.625887067
EPSG:32628,64.5450081025332,-10.8486177461872,698978.967200246,7164260.865837465
EPSG:32628,63.6672054723087,-18.5378401914443,324968.937309202,7064776.037798908
EPSG:32728,-48.7305844233415,-17.64591603556,305438.279732043,4599115.458786688
EPSG:32728,-31.8527813761257,-19.2463984493019,98101.304818682,6468013.646451650
EPSG:32728,-62.0084056339392,-16.7931894484373,406112.052829203,3123585.967627301
EPSG:32629,64.07978814089,-7.41577666839477,577260.686390531,7106865.984791953
EPSG:32629,35.4595572629501,-4.03932475267391,950309.551297823,3935333.743134018
EPSG:32629,82.909041273535,-6.46985144070287,534859.084308108,9207069.004640622
EPSG:32729,-54.2816053776873,-13.321729247644,218712.974548344,3976526.142972529
EPSG:32729,-81.6928325070464,-4.86105374780864,566705.386222492,927073.950238316
EPSG:32729,-70.3084550309003,-7.54073703902174,554873.264293478,2199070.201615084
EPSG:32630,46.3348053981927,1.25800249872118,827698.864544974,5140064.166772241
EPSG:32630,72.4048707347048,1.26517459375063,643798.151957641,8039198.031550190
EPSG:32630,45.8645991799943,-6.85850509551837,200505.721197385,5086246.751219625
EPSG:32730,-10.7548969849034,0.158630591707379,845506.829863387,8809342.977921991
EPSG:32730,-47.2143022071576,-0.964537995404939,654124.873696862,4769011.222850231
EPSG:32730,-16.8818961745113,-4.89681417943447,297940.033059183,8132538.578668677
EPSG:32631,14.4093824012119,-0.347771277008249,138939.492468197,1595629.851765482
EPSG:32631,77.3014791042644,0.334517803550682,434613.396225797,8581900.304020647
EPSG:32631,76.5069405883325,7.27013310336754,611128.492278527,8495781.486995671
EPSG:32731,-2.07768618298428,2.59700847347378,455186.044830373,9770346.526083909
EPSG:32731,-46.5145626290473,6.03248934370934,732620.879154061,4844309.996069138
EPSG:32731,-31.3826049449846,3.78257493322496,574410.463878717,6527729.929229712
EPSG:32632,32.0814913765828,6.17765826247081,233603.488299364,3552955.024776973
EPSG:32632,15.364693136208,9.40830556394852,543820.936563349,1698704.693710604
EPSG:32632,73.6451277354913,9.62286933473438,519576.745161457,8172550.031344385
EPSG:32732,-56.4432124741094,13.2795301468229,763746.912424103,3736375.833794495
EPSG:32732,-21.6059245566545,9.66718898601216,569057.601841890,7610642.569915865
EPSG:32732,-69.0036929763552,7.11516659259254,424640.294524094,2344068.708399075
EPSG:32633,64.0235842868111,12.0991485447174,358269.994055698,7102868.571914382
EPSG:32633,18.0385052377932,18.0285580277837,820662.949642063,1997071.650588018
EPSG:32633,18.6192830186668,17.1236727567791,724060.870442997,2060029.025750244
EPSG:32733,-9.97373398633141,12.881807992883,267786.989047809,8896747.888678670
EPSG:32733,-14.916635553964,14.098976682377,403092.349012756,8350698.295747606
EPSG:32733,-47.5711676776805,13.6433539906696,397965.331666157,4730469.205059940
EPSG:32634,-1.82870741979475,21.8411657503394,593556.712121065,-202149.721219412
EPSG:32634,67.7093292769182,20.1119562073622,462411.351705371,7510727.214628568
EPSG:32634,80.9523601141734,21.3627713653773,506368.781006145,8987906.625500662
EPSG:32734,-23.5590894499046,17.5164345402792,144335.988701009,7390261.831373242
EPSG:32734,1.03910936956208,22.4180233720166,657780.929291088,10114888.346369680
EPSG:32734,-62.868449358305,16.5066287283064,271512.659572357,3021088.259548344
EPSG:32635,47.5454446128222,29.5951915018475,695278.196512111,5269044.361061032
EPSG:32635,-2.30116368197596,30.5206990206288,891699.276177808,-254832.775538677
EPSG:32635,2.48003640678103,22.2939612925235,-23768.077256002,275052.621685779
EPSG:32735,-28.3144677644317,30.2067940599028,814470.961900631,6863784.723741374
EPSG:32735,-21.509572437497,29.5289364928241,761989.588361387,7619333.967000874
EPSG:32735,-51.2175886006497,31.9093041233334,842779.776202976,4314517.794223458
EPSG:32636,32.6554234131732,28.7906202830336,105106.496918923,3620923.997806640
EPSG:32636,8.71630381362611,28.7736571839668,34704.105972379,966091.905702614
EPSG:32636,70.7714646712665,34.2605123688967,546329.483901468,7852389.809702153
EPSG:32736,-58.7107704145503,29.0074180499183,268782.478215425,3485264.488760799
EPSG:32736,-58.5334328223765,36.5114087754722,704402.669989236,3506553.623767805
EPSG:32736,-68.4292010352221,29.644082736231,362366.672110469,2405532.572752479
EPSG:32637,45.958147531237,43.8279965993404,874110.115905933,5100740.983346372
EPSG:32637,75.7339844732462,42.8304368475923,605296.642411291,8408915.434650645
EPSG:32637,59.5849650265343,34.7630376988087,260824.624178937,6612822.792632213
EPSG:32737,-80.4016474874849,38.3959337252359,488755.681303426,1073525.207556247
EPSG:32737,-19.093923354254,37.2137239370132,312076.280569862,7887821.608251916
EPSG:32737,-17.0494132228324,35.1167610630147,86499.991634655,8110865.670707976
EPSG:32638,14.4699511825636,40.7803027671316,44890.304808348,1603894.697021889
EPSG:32638,79.5265965515363,48.6678692508552,574385.505598618,8831089.655945817
EPSG:32638,43.8947990347134,43.4802062873026,377936.222352816,4861311.083528115
EPSG:32738,-33.9291173304587,45.4292464835862,539673.018316408,6245620.356544436
EPSG:32738,-36.9719260776866,49.9673100202856,942288.431026816,5896694.671715102
EPSG:32738,-62.9234143133577,44.9004103044855,494942.318401379,3022939.777624454
EPSG:32639,8.31156989093156,47.5854902144007,123800.138346918,920364.520460551
EPSG:32639,62.1244677783406,54.9579583607954,706368.448264072,6894350.537720652
EPSG:32639,84.4923995681237,55.1124810428551,544030.244189780,9384637.867773259
EPSG:32739,-75.3170648346913,50.1998483579327,477361.465658075,1640863.670704152
EPSG:32739,-73.8055241150903,52.5745463231897,549011.466431129,1809011.371715127
EPSG:32739,-21.1627054038149,46.4478741351528,27047.171157913,7653052.434119028
EPSG:32640,38.0862574741304,54.5913149122724,288756.809947448,4218125.419512527
EPSG:32640,9.74920872034051,52.5738370730258,14086.239050996,1080867.275100128
EPSG:32640,-1.78396415906693,52.3061753800187,-22641.435872841,-197849.874122338
EPSG:32740,-4.69752582049833,61.2786953072422,974961.685720293,9479316.166506803
EPSG:32740,-19.9152317082589,54.9400245518338,284364.764312667,7796578.290222120
EPSG:32740,-12.0042539359828,53.5472730889893,123935.818463320,8670617.172561316
EPSG:32641,15.0184726319952,63.6503066606543,569908.125463985,1660471.957880411
EPSG:32641,84.8548761417539,61.1399447244223,481379.797893230,9423832.092663897
EPSG:32641,3.99882592468668,59.8648057894038,151801.766873942,442662.465283291
EPSG:32741,-51.8534268998676,67.7393374696061,826331.396321921,4244638.977630498
EPSG:32741,-72.7955717337423,64.1784546386843,538903.366964799,1921942.339374708
EPSG:32741,4.70183406964426,62.9730411777082,497010.185872904,10519705.693136575
EPSG:32642,5.78003170880418,71.7456380475895,804092.597243198,639623.098056472
EPSG:32642,47.4539910453352,66.3673350172014,301557.712765225,5258976.466499195
EPSG:32642,67.741972262695,64.770490752657,321334.881159751,7520203.588208683
EPSG:32742,-20.354533383803,65.8930588283655,175610.196887406,7746223.909563082
EPSG:32742,-26.8185925232926,73.0001562161653,897703.979169946,7027386.796678849
EPSG:32742,-7.62610622381925,71.8402342854788,813394.741773860,9156004.842668504
EPSG:32643,41.0603315385802,72.2737776152376,270917.706811904,4549035.805614020
EPSG:32643,56.5778276496261,73.6563946087469,417459.806453857,6271201.082016303
EPSG:32643,14.7075422925012,77.2922738825304,746826.062735970,1627233.325173808
EPSG:32743,-44.9181841567066,78.6145767482411,785289.827417958,5019779.873885025
EPSG:32743,-62.307151843533,75.376103652662,519500.604925143,3091545.393055717
EPSG:32743,2.33830196189675,75.9065823669039,600800.703131341,10258486.602971146
EPSG:32644,78.9491557666964,80.5018787209799,489341.180428280,8764344.863213023
EPSG:32644,44.4591667190516,83.307689206025,683585.107883233,4925463.703123653
EPSG:32644,41.9662494033261,81.1917467877694,515888.404662558,4646046.723807716
EPSG:32744,-40.0066338341153,79.9090081495036,406881.287451640,5570936.507023537
EPSG:32744,-80.4791110135189,78.6160614665697,455990.451154456,1064034.223552545
EPSG:32744,-80.3189400298011,84.6978991376832,569377.235577946,1080607.517173962
EPSG:32645,52.9403927994906,86.7103864048963,480537.189508840,5865679.005259678
EPSG:32645,7.63203753504062,87.7762966425827,585624.755730574,843696.429461387
EPSG:32645,74.307462221504,88.2589805243582,538007.156835816,8246742.203299573
EPSG:32745,-84.3984008282113,85.688718328943,485711.119784591,627266.854523049
EPSG:32745,-74.4297732399329,88.2214734599109,536594.868539523,1739638.120914609
EPSG:32745,-50.6339633355341,82.2896544146697,166956.463785099,4380283.859527905
EPSG:32646,40.2721666903276,91.4466048898054,367927.904470898,4459123.248818431
EPSG:32646,51.7594355038669,90.5737257349748,332555.256537954,5737067.815216450
EPSG:32646,49.8917857564691,97.102059223671,794599.246923927,5534671.159211526
EPSG:32746,-69.6181070426945,91.3374712318061,435386.255429067,2275834.826507187
EPSG:32746,-33.3070142022938,89.3342186811096,158655.790611182,6308675.414957621
EPSG:32746,-8.98413490269814,92.0111461589994,391301.232417094,9006755.332590003
EPSG:32647,50.926616950729,97.9439737721863,425783.095741173,5642195.472550125
EPSG:32647,56.6129250653646,102.720996338999,728320.888557739,6280493.872788494
EPSG:32647,70.365469377845,94.2187112092646,320853.034668775,7813675.398572865
EPSG:32747,-20.4103126798357,97.0018869539678,291501.634658029,7741844.209012985
EPSG:32747,-49.0458865997562,94.896635961765,200181.373376303,4559328.458169167
EPSG:32747,-45.117768462145,97.6179222276354,391294.534540368,5003037.808953380
EPSG:32648,76.0478126037976,100.864317136617,388774.644082085,8444418.120419998
EPSG:32648,27.5674983210668,105.862060579343,585097.822883306,3049589.732987553
EPSG:32648,28.8188070556125,108.314667252428,823507.061149067,3192425.306618292
EPSG:32748,-68.786469942822,106.348224033388,554440.137022083,2368849.975273724
EPSG:32748,-35.7775806518432,107.339611899708,711472.926883878,6038195.562048401
EPSG:32748,-2.1549527291337,102.690786470014,243153.042276381,9761617.142756922
EPSG:32649,18.0197528992204,112.324872367871,640249.012301038,1992872.599655624
EPSG:32649,23.414886765649,110.252618334149,423641.779877472,2589646.730246903
EPSG:32649,6.10955790519608,115.985208197174,1052285.077435596,677877.410891564
EPSG:32749,-58.105264130862,114.156331299379,685978.881248586,3555219.420614772
EPSG:32749,-3.52828630277403,114.765040405254,918466.925656357,9609166.334001279
EPSG:32749,-20.9889196879285,108.472520742515,237238.911031445,7677001.813657274
EPSG:32650,42.792545109617,112.875739968499,162686.859924921,4746032.564400789
EPSG:32650,12.7562948068253,121.55841234362,995273.216859366,1414542.553339683
EPSG:32650,26.0329329626085,118.097410633105,609799.812644916,2879792.501616410
EPSG:32750,-28.8664516279345,112.211397312365,32699.805807843,6797368.764682729
EPSG:32750,1.30022301206009,119.196360914384,744397.677615871,10143820.290198863
EPSG:32750,-10.7878759985264,119.07175427921,726532.898299015,8806708.219286222
EPSG:32651,39.1618618519308,119.362537840609,185701.532082737,4341043.953884844
EPSG:32651,33.072567521057,127.660920404047,935242.432889382,3669005.404460428
EPSG:32651,65.5413203965336,124.323125234533,561125.146307710,7269428.337517892
EPSG:32751,-49.7642634535476,122.835755370672,488171.614686874,4487566.086338601
EPSG:32751,-16.6047161565263,119.014682726577,74621.728242567,8159939.842544543
EPSG:32751,-23.1454795361645,122.191355277727,417216.018176880,7440145.910798828
EPSG:32652,84.0966195499187,124.078258883621,443552.358545195,9341293.264188603
EPSG:32652,5.49119944057356,127.127384630635,292538.183033613,607285.666215161
EPSG:32652,21.7328591693999,126.567743441364,248417.713007245,2405236.785321765
EPSG:32752,-17.5721922504161,130.634119309405,673423.850505530,8056397.621009783
EPSG:32752,-79.9513231812951,128.625470271234,492704.544707175,1123823.773898538
EPSG:32752,-84.0865827104888,125.239197159211,456772.475942459,660828.661689098
EPSG:32653,28.4681890996012,131.381135020024,145604.348450659,3154407.323007476
EPSG:32653,51.8241642262899,135.525471349153,536214.941626929,5741612.101180463
EPSG:32653,40.265173613114,136.777089956558,651107.501335116,4458704.424558541
EPSG:32753,-71.7864417045704,137.881620494715,600492.932549615,2032486.790520694
EPSG:32753,-44.4759217001124,139.627914069984,868067.769048571,5064839.411130073
EPSG:32753,-32.9921563865579,137.033804366092,690022.708341729,6347745.679834272
EPSG:32654,12.8508026437678,143.103969513605,728339.397184159,1421569.406390255
EPSG:32654,38.5308749762247,136.938430432784,145924.044681949,4272544.459083130
EPSG:32654,43.9297516121729,137.512836701509,220083.450379023,4869984.024707015
EPSG:32754,-78.9666623030808,138.959030149643,456403.591073678,1232984.521367266
EPSG:32754,-78.1560776989442,141.170710367747,503911.372585122,1324206.260356106
EPSG:32754,-36.6083748192123,137.226600395896,162472.714642880,5941936.881934829
EPSG:32655,58.7203597293134,142.145928314256,219019.669449869,6519096.174126715
EPSG:32655,19.6029997749779,142.671060461587,45708.655617539,2173315.760023444
EPSG:32655,7.65804021235947,144.46293402935,220100.542273749,847320.196164000
EPSG:32755,-49.3622479083065,147.546474060348,539679.729113396,4532129.971737497
EPSG:32755,3.24418636225684,145.127534478177,291936.099600158,10358776.367626106
EPSG:32755,-45.8508548907548,151.145404658455,821841.496290291,4914162.081371677
EPSG:32656,40.2545151372892,152.129945775276,426008.426118674,4456369.568635711
EPSG:32656,49.0524350317238,150.7554765727,336008.165536288,5435711.497408506
EPSG:32656,50.6305476221567,153.863712772077,561085.966640922,5609097.648874207
EPSG:32756,-41.8390957403775,154.357419428797,612702.192289944,5367197.925634430
EPSG:32756,-20.4183055139096,149.535284454054,138371.737977616,7738410.107930582
EPSG:32756,-46.9634239843721,150.858345312739,337070.939869588,4796674.246208912
EPSG:32657,16.0014524651086,157.906216068078,382969.114474526,1769403.999338081
EPSG:32657,45.6343083070061,161.212761914838,672463.623899647,5055799.314133638
EPSG:32657,74.4270328713743,157.789291715476,463721.387545355,8260049.605656589
EPSG:32757,-2.12025988646911,157.179126784975,297485.961959194,9765527.417031514
EPSG:32757,-57.0973288278347,162.199208375306,693796.215978129,3667235.318381562
EPSG:32757,-5.7552119072673,161.920113113074,823446.653441284,9363027.651094057
EPSG:32658,66.5025652283309,167.931974590425,630409.535855914,7378990.117997228
EPSG:32658,81.9210208173915,167.564951845708,540230.993006398,9096904.469340868
EPSG:32658,51.3849369622858,160.015244981048,153220.720063285,5704432.777111285
EPSG:32758,-63.8755272713467,162.253254073329,365085.020866858,2913951.763654985
EPSG:32758,1.32043616357873,164.241075971696,415570.549075604,10145961.015395470
EPSG:32758,-75.7902452730802,164.268867097707,479966.513610131,1588095.635232304
EPSG:32659,23.1835839608757,171.575939252683,558943.701364279,2563959.321778027
EPSG:32659,25.9723757567443,173.503093040798,750611.757088601,2875023.031562573
